Date,Time,1LAC23CT101_XQ02.Out.Average,1LAC23CT102_XQ02.Out.Average,1LAC23CT103_XQ02.Out.Average,1LAC23CT104_XQ02.Out.Average,1LAC23CT105_XQ02.Out.Average,1LAC23CT106_XQ02.Out.Average,1LAC23CT107_XQ02.Out.Average,1LAC23CT108_XQ02.Out.Average,1LAC23CT109_XQ02.Out.Average,1LAC23CT110_XQ02.Out.Average,1PGB41CT101_XQ02.Out.Average,1PGB41CT102_XQ02.Out.Average,1PGB41CT103_XQ02.Out.Average,1PGB41CT104_XQ02.Out.Average,1PGB41CT105_XQ02.Out.Average,1PGB41CT106_XQ02.Out.Average,1PGB41CT107_XQ02.Out.Average,1PGB41CT108_XQ02.Out.Average,1PGB41CT109_XQ02.Out.Average,1PGB41CT110_XQ02.Out.Average,1PGB41CT111_XQ02.Out.Average,1PGB41CT112_XQ02.Out.Average,1LAC13CT101_XQ02.Out.Average,1LAC13CT102_XQ02.Out.Average,1LAC13CT103_XQ02.Out.Average,1LAC13CT104_XQ02.Out.Average,1LAC13CT105_XQ02.Out.Average,1LAC13CT106_XQ02.Out.Average,1LAC03CT105_XQ02.Out.Average,1LAC03CT106_XQ02.Out.Average,1LAC03CT107_XQ02.Out.Average,1LAC03CT108_XQ02.Out.Average,1LAC03CT103_XQ02.Out.Average,1LAC03CT104_XQ02.Out.Average,1LAB13CT103_XQ02.Out.Average,1LAB13CT104_XQ02.Out.Average,1LAB13CT105_XQ02.Out.Average,1LAB23CT101_XQ02.Out.Average,1LAB23CT102_XQ02.Out.Average,1LAB23CT103_XQ02.Out.Average,1LAB13CT101_XQ02.Out.Average,1LAB13CT102_XQ02.Out.Average,1LAC13CT107_XQ02.Out.Average,1LAC13CT108_XQ02.Out.Average,1LAC03CT123_XQ02.Out.Average,1LAC03CT124_XQ02.Out.Average,1LAC03CT109_XQ02.Out.Average,1LAC03CT110_XQ02.Out.Average,1LAB13CP101_XQ01.Out.Average,1LAB13CP102_XQ01.Out.Average,1LAB13CP105_XQ01.Out.Average,1LAB23CP101_XQ01.Out.Average,1LAB23CP102_XQ01.Out.Average,1MdbfpC_SucFlAct.Out.Average,1LAB13CF101_XQ01.Out.Average,1LAB13CF102_XQ01.Out.Average,1LAB13CP103_XQ01.Out.Average,1LAB13CP104_XQ01.Out.Average,1LAC03CT111_XQ02.Out.Average,1LAC03CT113_XQ02.Out.Average,1LAC03CT115_XQ02.Out.Average,1LAC03CT117_XQ02.Out.Average,1LAC03CT119_XQ02.Out.Average,1LAC03CT121_XQ02.Out.Average,1LAC03CT125_XQ02.Out.Average,1LAC03CT126_XQ02.Out.Average,1LAC23CS101_XQ50.Out.Average,1LAC23CS102_XQ50.Out.Average,1LAC03AP001_XQ06.Out.Average,1LAC03AA101_XQ50.Out.Average,1LAC23CP101_XQ01.Out.Average,1LAC23CP102_XQ01.Out.Average,1LAC23CP103_XQ01.Out.Average,1LAC23CP104_XQ01.Out.Average,1LAC23CP105_XQ01.Out.Average,1LAC23CP106_XQ01.Out.Average,1LAC03CT101_XQ02.Out.Average,1LAC03CT102_XQ02.Out.Average,1LAC23CT111_XQ02.Out.Average,1LAC23CT112_XQ02.Out.Average,1LAC23CT113_XQ02.Out.Average,1LAC23CT114_XQ02.Out.Average,1LAC23CT115_XQ02.Out.Average,1LAC23CT116_XQ02.Out.Average,1LAC23CT117_XQ02.Out.Average,1LAC23CT118_XQ02.Out.Average
04/30/2026,18:01:00,35.56289,34.69639,30.85189,33.44902,32.92943,32.61772,32.40992,30.92113,32.51382,33.06799,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,37.16851,36.02208,36.95829,37.01747,41.99373,42.76406,31.0596,30.88651,31.33655,31.4404,34.52311,33.27583,83.89637,83.75563,85.65601,67.89204,65.68708,65.47716,70.23861,70.27365,36.55123,39.23944,36.53366,36.22159,38.78832,32.68699,5.674358,5.645745,5.634757,5.482306,5.585314,0,0,0,0,0,36.25626,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,0,0,-3.44275,0,3.16907,3.161654,3.175388,2.352424,2.3516,2.351325,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,33.86477,31.95975,31.57889,31.16345
04/30/2026,18:02:00,35.56289,34.69639,30.85189,33.44902,32.92943,32.61772,32.40992,30.92113,32.51382,33.06799,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,36.55811,35.55264,36.28326,36.41845,41.58676,42.40725,31.0596,30.88651,31.33655,31.4404,34.52311,33.27583,83.89637,83.75563,85.65601,67.89204,65.68708,65.47716,70.23861,70.27365,36.08728,39.01782,36.53366,36.22159,38.78832,32.68699,5.674358,5.645745,5.634757,5.482306,5.585314,0,0,0,0,0,36.25626,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,0,0,-3.44275,0,3.16907,3.161654,3.175388,2.352424,2.3516,2.351325,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,33.86477,31.95975,31.57889,31.16345
04/30/2026,18:03:00,35.56289,34.69639,30.85189,33.44902,32.92943,32.61772,32.40992,30.92113,32.51382,33.06799,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,36.03847,34.99314,35.70758,35.90757,41.14399,42.08311,31.0596,30.88651,31.33655,31.4404,34.52311,33.27583,83.89637,83.75563,85.65601,67.89204,65.68708,65.47716,70.23861,70.27365,35.79579,38.92715,36.53366,36.22159,38.78832,32.68699,5.674358,5.645745,5.634757,5.482306,5.585314,0,0,0,0,0,36.25626,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,0,0,-3.44275,0,3.16907,3.161654,3.175388,2.352424,2.3516,2.351325,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,33.86477,31.95975,31.57889,31.16345
04/30/2026,18:04:00,35.56289,34.69639,30.85189,33.43972,32.92943,32.61772,32.40992,30.92113,32.51382,33.06799,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,35.59882,34.64494,35.26391,35.40936,40.71522,41.77386,31.0596,30.88651,31.33655,31.4404,34.52311,33.27583,83.89637,83.75563,85.65601,67.87138,65.55837,65.34845,70.23861,70.27365,35.49054,38.66923,36.53366,36.22159,38.78832,32.68699,5.674358,5.645745,5.634757,5.482306,5.585314,0,0,0,0,0,36.25626,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,0,0,-3.44275,0,3.16907,3.161654,3.175388,2.352424,2.3516,2.351325,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,33.86477,31.95975,31.57889,31.16345
04/30/2026,18:05:00,35.56289,34.69639,30.85189,32.37541,32.92943,32.61772,32.40992,30.92113,32.51382,33.06799,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,35.16118,34.27712,34.83749,35.03168,40.36443,41.4394,31.0596,30.88651,31.33655,31.4404,34.52311,33.27583,83.89637,83.75563,85.65601,67.33074,65.14282,64.93154,70.23861,70.27365,35.17343,38.57824,36.19431,35.89355,38.78832,32.31341,5.674358,5.645745,5.634757,5.482306,5.585314,0,0,0,0,0,36.25626,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,0,0,-3.44275,0,3.16907,3.161654,3.175388,2.352424,2.3516,2.351325,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,33.49105,31.95975,31.57889,31.16345
04/30/2026,18:06:00,35.56289,34.69639,33.08476,32.37541,32.92943,32.61772,31.41359,30.92113,32.51382,32.71721,37.19254,36.94979,37.01915,36.88043,36.22159,37.33128,37.33128,35.97891,28.67193,28.63734,28.70652,28.60275,36.18419,35.60477,34.45069,34.68405,40.01091,41.19093,31.0596,30.88651,31.53341,31.55849,34.52311,33.27583,83.87252,83.64942,85.59985,65.4326,63.73705,63.86333,70.23861,70.27365,34.97367,38.26791,35.49375,35.21634,38.78832,31.6483,5.624945,12.29212,12.90143,12.51945,14.26319,69.4251,26.47275,26.58314,0,0,39.10825,37.88627,36.98447,36.39496,37.85158,36.56832,37.15786,36.67235,327.3513,327.6522,176.9823,0,3.981232,3.969831,3.990542,2.931497,2.926329,2.92838,60.44321,53.0811,33.76083,34.14194,33.89942,35.59755,32.82571,31.95975,31.4356,31.16345
04/30/2026,18:07:00,36.06368,35.94784,46.51066,35.68093,38.00459,32.61772,31.40589,30.92113,32.51382,32.02917,37.19254,36.94979,37.01915,36.88043,36.20856,37.33128,37.33128,35.96906,28.67193,28.63734,28.70652,28.60275,45.42119,45.71017,36.26659,36.21387,39.79478,41.07931,31.0596,30.88651,34.57887,34.24993,34.52311,33.27583,77.17778,75.29865,79.74154,68.14394,66.15677,67.02325,70.94413,70.93993,35.00672,38.26791,35.49375,35.21634,38.78832,31.6483,5.126089,26.03312,25.97858,28.93635,28.87818,262.4238,135.1263,135.6706,0.1423416,0,43.55045,39.70391,38.10033,37.64937,38.56942,38.19144,37.15786,36.67235,970.3765,956.5558,147.8649,0,3.374551,3.366274,3.353801,2.520174,2.519485,2.514643,60.44321,53.0811,36.72541,35.18771,37.13823,34.22126,32.82571,31.95975,30.54056,31.16345
04/30/2026,18:08:00,38.81416,39.44702,48.64301,43.54272,45.4051,32.61772,31.66469,30.92113,32.51382,32.02917,37.19254,36.94979,37.01915,36.88043,34.80045,37.33128,37.33128,34.90445,28.67193,28.63734,28.70652,28.60275,47.88335,47.62859,38.10577,38.08297,39.90193,41.32422,31.0596,31.89947,35.0083,34.86972,34.52311,32.69737,71.37707,71.01355,73.88467,69.76479,67.54034,68.31593,89.97749,89.79349,35.8848,38.26791,35.49375,35.21634,37.77334,31.6483,4.9566,25.39325,25.38771,28.59927,28.7549,237.8099,111.5698,112.3253,0,0,43.1287,41.88098,40.79013,39.87093,40.69767,40.40895,37.15786,36.67235,951.3695,938.5682,146.4221,0,3.20563,3.198488,3.172672,2.393653,2.393378,2.391456,60.44321,53.0811,42.73457,39.87179,43.31152,34.21132,32.82571,31.95975,30.54056,31.16345
04/30/2026,18:09:00,41.01548,41.79458,49.29711,47.98848,49.02777,32.84502,32.54847,30.92113,33.47645,33.05569,36.55589,36.94979,36.05561,36.88043,33.48201,36.70168,37.33128,34.25351,28.67193,28.63734,28.70652,28.60275,48.87898,48.43358,38.78579,38.69308,40.40031,41.89613,31.0596,31.92509,35.0083,34.86972,34.52311,32.27156,81.92007,84.85723,82.65502,75.96037,73.44862,74.82539,106.0737,106.0327,36.96792,38.57784,35.49375,35.21634,37.74767,31.6483,4.70338,25.26288,25.14337,29.009,29.25663,215.5076,92.6418,93.55465,0,0,43.1287,43.02672,41.5654,41.147,41.66969,41.63404,37.37878,36.67235,957.7896,944.9551,146.2898,0,3.20563,3.198488,3.172672,2.393653,2.393378,2.391456,60.44321,53.0811,46.66467,44.01677,47.20924,34.21132,32.82571,31.95975,30.54056,31.16345
04/30/2026,18:10:00,42.90141,43.92446,49.87631,50.24263,51.22552,33.79546,32.54847,31.30714,33.55301,33.13732,36.11771,37.17504,35.97899,37.93258,32.70935,36.32579,37.33128,33.86489,28.67193,28.63734,28.70652,28.60275,48.87233,48.43285,39.15581,39.10181,41.01482,42.36982,31.99375,32.14586,35.60989,34.86972,34.52311,32.27156,98.17237,100.1446,98.30408,93.66908,88.89442,91.11314,110.2644,110.2363,37.81674,38.99982,35.49375,35.21634,37.74767,31.6483,4.70338,24.95447,24.96181,29.6389,29.82645,192.9652,74.52681,75.57401,0,0,43.1287,43.26762,42.20591,41.73908,42.69473,41.94747,38.30251,36.67235,964.8003,951.9195,144.437,0,3.20563,3.198488,3.172672,2.393653,2.393378,2.391456,60.44321,53.0811,48.92308,47.08258,49.40923,34.21132,32.82571,31.95975,30.54056,31.16345
